id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.metabolomicsworkbench.org/	PR002188	http://dx.doi.org/10.21228/M8SV5J			Comprehension of the age-dependent gut and brain interaction of honeybee workers by integration of multi omics approaches	In honeybees, division of labour is a key feature, with age-related behavioural transitions being closely associated with molecular changes in the brain, gut, and microbiota. In this study, to investigate these molecular changes and thus better understand their contribution to behavioural responses and modulation, we analysed the global metabolomic shifts in honeybee workers and their microbiota throughout their lives. Overall, our findings provide new insights toward developing potential biomarkers for evaluation of different functional changes related to various environmental stressors.
https://www.metabolomicsworkbench.org/	PR002190	http://dx.doi.org/10.21228/M8JB9Q			N-methyl-arginine significantly inhibits net arginine uptake flux in HEK293 cells in a dose-dependent manner.	N-methyl-arginine inhibits the metabolism of lysine and arginine by competing for similar transporters. In this project, we aimed to determine the effects of N-methyl-arginine on amino acid uptake flux in HEK293 cells treated for 20-24 hours. N-methyl-arginine supplementation inhibited the net uptake of arginine but did not significantly affect lysine or other amino acid uptake fluxes.
https://www.metabolomicsworkbench.org/	PR002191	http://dx.doi.org/10.21228/M8DN9K			N-methyl-arginine is taken up into the liver, brain, and kidney of mice.	N-methyl-arginine was identified as a transported substrate through multiple cationic amino acid transporters, which facilitate the uptake of lysine, arginine, and other structurally related amino acids. In cell culture, N-methyl-arginine inhibits the uptake and metabolism of lysine. In this project, we aimed to determine if N-methyl-arginine administered to mice at 80 mg/kg was sufficient to inhibit tissue lysine uptake and metabolism. Following a single injection, N-methyl-arginine significantly accumulated in mouse plasma and tissues but failed to significantly inhibit the level of lysine metabolites (e.g., saccharopine). These results are in-line with in vitro results suggesting that N-methyl-arginine is a relatively low affinity transport inhibitor.
https://www.metabolomicsworkbench.org/	PR002192	http://dx.doi.org/10.21228/M88V5W			N-methyl-arginine uptake by HEK293 cells is inhibited by cationic amino acids.	N-methyl-arginine is a transported substrate and inhibitor of lysine uptake in cells. In this project, we aimed to determine whether N-methyl-arginine uptake is inhibited by cationic and/or neutral amino acid transporters by co-treating cells with N-methyl-arginine and one of the following amino acids: D-lysine, L-lysine, L-ornithine, L-leucine, L-alanine, or L-arginine. N-methyl-arginine uptake was inhibited by all cationic amino acids and L-leucine but not L-alanine. To determine whether the SLC7 family of transporter(s) are necessary for N-methyl-arginine transport, we also pre-treated cells with the alkylating agent N-ethylmaleimide (NEM) prior to supplementing N-methyl-arginine. SLC7 transporters have a conserved reduced thiol that resides within the binding pocket and is sensitive to NEM alkylation. N-methyl-arginine uptake was not significantly affected by NEM pre-treatment, suggesting that transport is through multiple cationic amino acid transporters.
https://www.metabolomicsworkbench.org/	PR002193	http://dx.doi.org/10.21228/M8554P			Knockdown of SLC7A1, SLC7A2, or SLC7A6 affects cationic amino acid levels but not N-methyl-arginine uptake in HEK293 cells.	N-methyl-arginine is a cationic amino acid transporter inhibitor that restricts the uptake and metabolism of lysine. Towards understanding how specific cationic amino acid transporters influence lysine and arginine uptake, we performed knockdown studies targeting SLC7A1 (CAT1), SLC7A2 (CAT2), or SLC7A6 (y+LAT2) and performed metabolomics and N-methyl-arginine uptake assays. Our results suggest that CAT1 and CAT2 facilitate the import of lysine, whereas y+LAT2 facilitates cellular secretion in exchange for a neutral amino acid. N-methyl-arginine uptake was not significantly affected by knockdown of any single transporter, suggesting that it is taken up by multiple cationic amino acid transporters simultaneously.
https://www.metabolomicsworkbench.org/	PR002194	http://dx.doi.org/10.21228/M81C1C			Poplar leaf bud resin metabolomics: Seasonal profiling of leaf bud chemistry in Populus trichocarpa provides insight into resin biosynthesis	Trees in the genus Populus synthesize sticky and fragrant resins to protect dormant leaf buds during winter. These resins contain diverse phenolic metabolites, in particular hydroxycinnamate esters and methylated flavonoids. P. trichocarpa leaf bud resin is characterized by methylated dihydrochalcone aglycones. To determine how the resin profile is influenced by seasonal changes, P. trichocarpa lateral leaf bud extracts (Total_resin_positive_mode.txt) and secreted surface resin (Surface_resin_positive_mode.txt) were collected monthly over a one-year cycle. The dihydrochalcones in both sets of extracts were quantified using UPLC-MS and other chemical changes monitored using nontargeted metabolomics by UPLC-HRMS. The results indicate that the dihydrochalcone content changes over the seasons and that biosynthesis occurs concomitant with bud development in the summer months. Non-targeted metabolomics data confirmed a pattern of dramatic changes in the summer, and further suggested additional periods of substantive biochemical change in the resin. While overall patterns of surface-extracted resin matched that of whole bud extracts, some of the dynamics were shifted in the surface resin samples. This study provides the basis for the use of dihydrochalcones and other identified resin components as metabolic markers for more detailed investigations of resin biosynthesis, secretion and movement to the bud surface.
https://www.metabolomicsworkbench.org/	PR002196	http://dx.doi.org/10.21228/M8RV6M			Multiple, redundant carboxylic acid transporters support mitochondrial metabolism in Plasmodium falciparum	The mitochondrion of the deadliest human malaria parasite, Plasmodium falciparum, is an essential source of cellular acetyl-CoA during the asexual blood-stage of the parasite life cycle. Indeed, blocking mitochondrial acetyl-CoA synthesis leads to a hypoacetylated proteome and parasite death. We previously determined that mitochondrial acetyl-CoA is primarily synthesized from glucose-derived pyruvate by α-ketoacid dehydrogenases. Here, we asked if inhibiting the import of glycolytic pyruvate across the mitochondrial inner membrane would affect acetyl-CoA production and, thus, could be a potential target for novel antimalarial drug development. We selected the two predicted mitochondrial pyruvate carrier proteins (MPC1 and MPC2) for genetic knockout and isotopic metabolite tracing via HPLC-MS metabolomic analysis. Surprisingly, we observed that asexual blood-stage parasites could survive the loss of either or both proteins with only minor asexual blood-stage growth defects, despite a substantial reduction in the amount of glucose-derived isotopic labelling into acetyl-CoA. Furthermore, genetic deletion of two additional mitochondrial carboxylic acid transporters – DTC (di/tricarboxylic acid carrier) and YHM2 (a putative citrate/α-ketoglutarate carrier protein) – only mildly affected asexual blood-stage replication, even in the context of MPC-deficiency. Although we observed no added impact on the incorporation of glucose carbon into acetyl-CoA in these quadruple knockout mutants, we noted a large decrease in glutamine-derived label in tricarboxylic acid cycle metabolites, suggesting that DTC and YHM2 both import glutamine derivatives into the mitochondrion. Altogether, our results expose redundant routes used to fuel the mitochondria of blood-stage malaria parasites with imported carbon from two major carbon sources – glucose and glutamine.
https://www.metabolomicsworkbench.org/	PR002197	http://dx.doi.org/10.21228/M8N53N			Metabolic changes in germinating seeds of malting barley produced under drought or elevated temperature (as a part of ECOSEED Project)	As a primary source of food and feed, seeds are essential for crop production, with demand rising alongside global population growth. However, climate change poses significant challenges to seed quality due to abiotic stressors, such as drought and elevated temperatures. These stresses affect not only the seeds themselves but also the environmental conditions in which mother plants develop, leading to broader impacts on seed quality and crop resilience. In this study, we examine metabolic changes in the seeds of malting barley, where mother plants were exposed to drought or elevated temperature conditions. By analyzing seeds from these stressed plants, we aim to reveal how environmental conditions experienced by the mother plant influence seed metabolism and performance. Our comprehensive approach provides a solid foundation for understanding how seeds respond to environmental variations passed down through their progeny.
https://www.metabolomicsworkbench.org/	PR002198	http://dx.doi.org/10.21228/M8HC23			Metabolomics of Papanicolaou Tests for the Discovery of Ovarian Cancer Biomarkers	Ovarian cancer (OC) remains one of the most lethal cancers among female populations due to the vast majority of cases going undiagnosed until later stages (stage III, IV). Early detection and treatment of this malignancy provides the best prognosis, but the lack of accurate and sensitive screening tools combined with the presence of ambiguous symptoms hinders these diagnoses. In contrast, screening for cervical cancer via Papanicolaou (Pap) tests is a widespread practice with use spanning the past several decades, reducing this cancer’s morbidity and mortality rates. Two types of Pap smear tests exist: a conventional method where cells from the ectocervix are stained on a glass slide and a liquid-based cytology method. Interestingly, previous studies show evidence of OC cells in Pap tests, suggesting that lipids shed from ovarian tumors may end up in the cervix. The goal of this study is to evaluate the practicality of using liquid-based Pap tests as biospecimens for OC screening-related metabolic studies. Cell pellets from liquid-based Pap tests from 29 healthy women were analyzed via ultra-high performance liquid chromatography mass spectrometry (UHPLC-MS). This approach facilitated the detection and annotation of 453 unique lipids across 20 lipid subclasses, including ceramides, triacylglycerols, and hexosylceramides. These results demonstrated the feasibility of using an MS-based approach to analyze residual Pap test samples for the discovery of OC-related lipid biomarkers with the goal of detecting OC at early stages of the disease.
https://www.metabolomicsworkbench.org/	PR002199	http://dx.doi.org/10.21228/M8CN7H			Optimization and characterization of N-acetamide indoles as antimalarials that target the Plasmodium falciparum protein, PfATP4	Emerging resistance to frontline antimalarials is resulting in them becoming increasingly ineffective, highlighting the need for new antimalarials. To discover new antimalarials a screen of the Janssen Jumpstarter library against the asexual stage parasite uncovered an N-acetamide indole hit class. The structure-activity relationship of this chemotype was defined by generating optimized frontrunner analogs including WJM664 with potent asexual stage activity and high metabolic stability. To determine the mechanism of action, resistance was selected and whole genome sequencing revealed mutations in PfATP4. PfATP4 was validated as the target of the N-acetamide indole class showing cross-resistance to PfATP4 drug-resistant strains, and a metabolomic signature consistent with the PfATP4 inhibitor KAE609. The indole acetamide class exhibited a fast-to-moderate rate of kill and a vacuolized asexual blood stage phenotype, phenocopying known PfATP4 inhibitors. Moreover, N-acetamide indole analogs increased cytosolic Na+ demonstrating on-target inhibition of PfATP4. N-Acetamide indole derivatives inhibited male and female gamete development and blocked transmission from infected blood to the mosquito. WJM664 exhibited low oral efficacy in an asexual stage P. berghei mouse model which may be attributed to the low potency against PbATP4, and the low aqueous solubility and Caco-2 permeability. Further optimization of these attributes is required for the N-acetamide indole class to be considered for development in a curative or transmission blocking combination therapy.
https://www.metabolomicsworkbench.org/	PR002200	http://dx.doi.org/10.21228/M87Z47			Unraveling cysteine deficiency-associated rapid weight loss	Forty percent of the US population and 1 in 6 individuals worldwide are obese, with the incidence surging globally. Various dietary interventions, including carbohydrate, fat and more recently amino acid restriction, have been explored to combat this epidemic. We investigated the impact of removing individual amino acids on the weight profiles of mice. Here, we show that conditional cysteine restriction resulted in the most dramatic weight loss when compared to essential amino acid restriction, amounting to 30% within one week, which was readily reversed. We found that cysteine deficiency activated the integrated stress response and oxidative stress response, which amplify each other, leading to the induction of GDF15 and FGF21, which partly explained the phenotype. Surprisingly, we observed lower tissue coenzyme A (CoA), which has been considered to be extremely stable10, resulting in reduced mitochondrial functionality and metabolic rewiring. This results in energetically inefficient anaerobic glycolysis and defective TCA cycle, with sustained urinary excretion of pyruvate, orotate, citrate, α-ketoglutarate, nitrogen rich compounds, and amino acids In summary, our investigation reveals that cysteine restriction, by depleting GSH and CoA, exerts a maximal impact on weight loss, metabolism, and stress signaling compared to other amino acid restrictions. These findings suggest novel strategies for addressing a range of metabolic diseases and the growing obesity crisis.
https://www.metabolomicsworkbench.org/	PR002201	http://dx.doi.org/10.21228/M84517			Analysis of maize Anther Wax, Cutin, and total fatty acids (TFA) of WT and enr1 mutant	Lipid metabolism is very important for plant male reproduction. Many lipid metabolism genes, male sterility (GMS) genes play a role in the endoplasmic reticulum of anther tapetum, but little is known about GMS genes involved in the de novo synthesis of fatty acids in anther tapetum. Using gene mapping, we cloned a new GMS gene, enoyl-acyl carrier protein (ACP) reductase (ZmENR1). enr1 (mutation of enoyl-ACP reductase gene) has early tapetum degradation, anther epidermis and pollen exine defects. In order to further study the function of ZmENR1, we compared the changes of lipid content in anthers of wild-type (WT) and enr1 mutants at maturity. The expression of ZmENR1 significantly affected the contents of cutin, wax and total fatty acids (TFA) in anthers. In addition, enr1 mutant reduced the expression of cutin/wax and sporopollen related genes to inhibit the formation of anther epidermis and pollen exine. Therefore, our researches provide a new insight into the synthesis of fatty acids mediated by ZmENR1, and provide an insight into the molecular mechanism of ZmENR1 regulating maize male sterility.
https://www.metabolomicsworkbench.org/	PR002202	http://dx.doi.org/10.21228/M80G0Q			High mobility group A1 (HMGA1) promotes the tumorigenesis of colorectal cancer by increasing lipid synthesis	Metabolic reprogramming is a hallmark of cancer, enabling tumor cells to meet the high energy and biosynthetic demands required for their proliferation. High mobility group A1 (HMGA1) is a structural transcription factor and frequently overexpressed in human colorectal cancer (CRC). Here, we show that HMGA1 promotes CRC progression by driving lipid synthesis in a AOM/DSS-induced CRC mouse model. Using conditional knockout (Hmga1△IEC) and knock-in (Hmga1IEC-OE/+) mouse models, we demonstrate that HMGA1 enhances CRC cell proliferation and accelerates tumor development by upregulating fatty acid synthase (FASN). Mechanistically, HMGA1 increases the transcriptional activity of sterol regulatory element-binding protein 1 (SREBP1) on the FASN promoter, leading to increased lipid accumulation in intestinal epithelial cells. Moreover, a high-fat diet exacerbates CRC progression in Hmga1△IEC mice, while pharmacological inhibition of FASN by orlistat reduces tumor growth in Hmga1IEC-OE/+ mice. Our findings suggest that targeting lipid metabolism could offer a promising therapeutic strategy for CRC.
https://www.metabolomicsworkbench.org/	PR002203	http://dx.doi.org/10.21228/M8VN7V			Dietary fructose enhances tumor growth indirectly via interorgan lipid transfer	Fructose consumption has increased considerably over the past five decades, largely due to the widespread use of high-fructose corn syrup (HFCS) as a sweetener. It has been proposed that fructose promotes the growth of some tumors by serving as a direct fuel. Here, we show that fructose supplementation enhances tumor growth in animal models of melanoma, breast cancer, and cervical cancer without causing weight gain or insulin resistance. Interestingly, the cancer cells themselves were unable to use fructose readily as a nutrient because they did not express ketohexokinase-C (KHK-C). Primary hepatocytes did express KHK-C, resulting in fructolysis and the excretion of a variety of lipid species, including lysophosphatidylcholines (LPCs). In co-culture experiments, hepatocyte-derived LPCs were consumed by cancer cells and used to generate phosphatidylcholines (PCs), the major phospholipid of cell membranes. In vivo, HFCS supplementation increased several LPC species by &gt;7-fold in serum. Administration of LPCs to mice was sufficient to increase tumor growth. Pharmacological inhibition of ketohexokinase had no direct effect on cancer cells, but it decreased circulating LPC levels and prevented fructose-mediated tumor growth in vivo. These findings reveal that fructose supplementation increases circulating nutrients such as LPCs, which can enhance tumor growth through a cell non-autonomous mechanism.
https://www.metabolomicsworkbench.org/	PR002205	http://dx.doi.org/10.21228/M8M52Z			Lipidomic Profiling of a Preclinical Model of Streptozotocin induced Diabetic Cardiomyopathy	Despite advances in diabetes care, people with type 1 diabetes (T1D) continue to have a shorter life expectancy than the general population due to a higher risk of cardiovascular disease. These heart complications are the leading cause of death in people with diabetes. People with diabetes develop heart failure without other common risk factors like high blood pressure or coronary heart disease. This condition is known as ‘diabetic cardiomyopathy’. Unfortunately, the exact causes of diabetes-induced heart failure in people with T1D are not fully understood. Given the lack of effective treatment for diabetic cardiomyopathy, the discovery of clear diagnostic lipid biomarkers from preclinical models of T1D could be key to managing disease progression.
https://www.metabolomicsworkbench.org/	PR002206	http://dx.doi.org/10.21228/M8GG1F			Comparison of the capillary and venous blood lipidomes- validation of the Tasso SST capillary blood collection device for circulating lipid biomarker analysis	Cumulative evidence identifies many circulating lipids can act as biomarkers of human health and status. To date, lipid biomarkers have largely been correlated to dietary patterns to reveal the beneficial effects of specific nutritional regimens and at the same time, for screening, early diagnosis, and therapeutic decision making in cardio-metabolic diseases, and in certain types of cancers. These studies use biofluids or tissues as a source of material for lipidomics. Blood is a readily accessible and most commonly analyzed biological fluid not only for plasma/serum based lipidomics studies but also for laboratory based multi-analyte panels (enzyme, metabolite, electrolyte, lipid, hormone, or vitamin levels) and biomarkers for diseases. Therefore, collection of high-quality volumetric blood for these purposes is important as composition of blood provides a wealth of reliable information concerning a patient’s health. Venipuncture is the clinical gold standard for blood collection, however, recently a single-use, clinical-grade, automatic at-home capillary blood collecting device called Tasso+ (formely called TassoOne™ hemolink) (https://www.tassoinc.com) has been introduced in both educational and healthcare institutions. A few studies have already reported the use of Tasso+ in clinical and non-clinical settings and have also been assessed for clinical chemistry hematology, and serology with overall good analytical performance and participant acceptance, there are still no studies in literatures evaluating the suitability of Tasso-based collected blood for lipidomics. Therefore, the aim of this pilot study was to establish and validate the suitability of Tasso+-drawn blood plasma as an alternative to venous blood plasma for clinical lipidomics. For this purpose, blood was collected from healthy (non-fasting) consenting adults (n =10, age = &gt;18 years old) under an approved IRB protocol at Wake Forest University School of Medicine. Subjects provided written consent to participate in the study and provided matched blood using traditional venipuncture and TASSO+ device. Comprehensive plasma lipidomics analysis of blood samples collected through venipuncture and Tasso+ devices was carried out to investigate and compare the performance and suitability of Tasso+ devices for lipidomics. Plasma was extracted from the respective venous and capillary blood samples and prepared for the global lipidomics on LC-MS coupled online via an ESI with a Q Exactive™ MS instrument. The lipidomics data was processed using MS-DIAL v. 4.9.221218 software and only lipids with MS2 level identification was used for statistical analyses. comprehensive statistical analysis with cross validation and multiple testing adjustments show that the lipid composition of paired Tasso+ and venous blood samples do not significantly differ (adjusted p-value &gt; 0.05). A linear regression model with Spearman correlation analysis also showed a significant-to-perfect level (r = 0.95-0.99) of concordance between the matched samples. With the exception of monoacylglycerols (MG) and cardiolipins (CL), every class of lipid biomarkers also demonstrated substantially high degree of correlation (0.9-0.99) between paired venous and capillary blood. These findings demonstrate that capillary and venous blood plasma lipidomes are similar; indicating that self-administered capillary sampling could be used interchangeably with standardized venipuncture in clinical research settings.
https://www.metabolomicsworkbench.org/	PR002207	http://dx.doi.org/10.21228/M8BN6T			Multi-omics indicate depth-discrete partitioning of nitrogen metabolism in a toxic Planktothrix rubescens bloom in the winter water column	This project attempts to: 1. Identify the dominant cyanobacteria bloom former in a local lake in Knoxville (Meads Quarry) Tennessee using metagenomics. 2. Use a complementary technique of metabolomics to understand the metabolism within this cyanobacteria 3. Identify how different physiochemical parameters affect the metabolism of the cyanobacteria identified across various limniological stratification
https://www.metabolomicsworkbench.org/	PR002208	http://dx.doi.org/10.21228/M86Z6P			NRF2 supports non-small cell lung cancer growth independently of CBP/p300-enhanced glutathione synthesis	Nuclear factor erythroid 2-related factor 2 (NRF2) is a stress responsive transcription factor that is mutationally activated in a subset (~25%) of clinically-aggressive non-small cell lung cancers (NSCLC). Mechanistic insight into drivers of the NRF2 dependency remains poorly understood. Here, we defined a novel NRF2 target gene set linked to NRF2-dependency in cancer cell lines, and observed that a significant portion of these genes is devoid of promoter-proximal NRF2. Using integrated genomic analyses, we characterized extensive NRF2-dependent enhancer RNA (eRNA) synthesis and NRF2-mediated H3K27ac deposition at proximal and distal enhancer regions regulating these genes. While CBP/p300 is a well-validated direct interaction partner of NRF2 with prominent functions at enhancers, we report that this interaction is not required for NRF2-dependent NSCLC cell growth, indicating that NRF2 can sustain sufficient transcriptional activity in the absence of CBP/p300 coactivation. Broad metabolic profiling established a primary role for CBP/p300 in NRF2-dependent accumulation of glutathione and glutathione-related metabolites. While redox homeostasis via enhanced glutathione production is commonly associated with the normal physiological role of NRF2, collectively our results suggest that NRF2-dependent cancer cell growth does not require this enhanced glutathione production.
https://www.metabolomicsworkbench.org/	PR002210	http://dx.doi.org/10.21228/M8ZG0D			Metabolomic profiling of normal and fibrotic mouse lungs	Idiopathic pulmonary fibrosis (IPF) is a devastating interstitial lung disease with unclear etiology and limited efficacious treatments. Dysregulated cellular metabolism has been shown to participate in several pathologic processes, however, its role in the pathogenesis of pulmonary fibrosis remains largely unknown. In this study, we used mouse model of bleomycin-induced lung fibrosis and global metabolomics to examine the metabolites differences in control mouse lungs and fibrotic mouse lungs. This metabolomic profiling provides further insights into the pathogenesis of pulmonary injury and fibrosis.
https://www.metabolomicsworkbench.org/	PR002214	http://dx.doi.org/10.21228/M8FF9T			Glucagon is a major controller of metabolism and malignancy in pancreatic neuroendocrine tumour (pNET) cells	Cancer metabolism research has studied the relationship between cellular bioenergetics, biosynthesis, and tumour progression. However, the impact of systemic metabolism and diet on tumour evolution is less understood. This study delves into the role of glucagon in the regulation of cancer cell features and the metabolic remodelling in the presence and absence of glucose, in pancreatic neuroendocrine tumours (pNETs). To fulfil the experiments pNET cell lines (BON-1 and QGP-1) and non-malignant pancreatic α-TC1 cell line were used as models. Results showed that pNET cells responded differently to glucose deprivation than α-TC1 cells. Specifically, pNET cells upregulated GCGR in the absence of glucose, while α-TC1 cells did so in high-glucose conditions. Glucagon activated the MAPK/ERK pathway, especially in pNET cells without glucose and α-TC1 cells with high glucose conditions. Glucagon enhanced metabolic viability, proliferation, and migration in pNET cells under glucose-deprived conditions and hyperglucagonaemia. Meanwhile, in α-TC1 cell line, glucagon modulated these features under high-glucose conditions and physiological glucagon levels. Metabolic analysis using NMR revealed differences in amino acid levels and metabolic processes based on glucose availability between cell lines. Furthermore, gene expression analysis showed that glucose conditions largely influenced gene expression patterns in both pNETs and α-TC1. Interestingly, QGP-1 and α-TC1 produced glucose in no-glucose conditions, and glucagon upregulated glucose production in α-TC1. Hence gluconeogenesis may be beneficial for some pNET subsets, and it may open new perspectives to novel metabolism-based strategies to clinically manage pNETs. Furthermore, the production of glucose by α-cells was not described so far and is a step forward in endocrinology and systemic metabolism. Lastly, an association between GCGR expression and malignancy was observed, despite the decreased expression in tumours comparing with the normal tissue. A negative correlation between GCGR and GLP-1R expression was observed, highlighting the putative biological role of glucagon in pNETs malignancy.
https://www.metabolomicsworkbench.org/	PR002215	http://dx.doi.org/10.21228/M89R7X			Glutaminase 1 (GLS1)-based therapy targets glutamine reliance in glioblastoma (GBM)	Glioblastomas (GBMs) are the most lethal central nervous system (CNS) neoplasms, accounting for this the inexistence of specific therapies. Glutamine plays a key role in CNS physiology, and metabolic adjustments have been reported in GBM, which are considered glutamine-addicted. Therefore, our goal was to affect GBM cells by decreasing the systemic bioavailability of glutamine with a glutaminase (GLS1)-based therapy. The in vitro results showed that the GBM cell lines were indeed glutamine-dependent, triggering a metabolic remodeling upon the presence/absence of glutamine. GLS1 treatment increased cell death, decreased cell proliferation, and induced U-87MG invasion, due to glutamine scarcity. This intervention triggered a metabolic shift, evident in altered gene expression and metabolite profiles in cell extracts and conditioned media. Results from the in vivo orthotopic xenograft mouse model of GBM showed an increase in overall survival (OS) with the GLS1 treatment, along with lower cachexia. Moreover, metabolomics’ multivariate analysis of serum collected during tumor induction and the therapeutic course showed statistically different metabolic profiles of GLS1-treated mice midst treatment, which could help monitor the therapy response.
https://www.metabolomicsworkbench.org/	PR002216	http://dx.doi.org/10.21228/M85Z4M			Metabolomics of the liver after administration of adenovirus associated with metabolic liver zonation	Metabolic zonation in the liver is broadly defined as spatiotemporal variability in the intra-hepatic distribution of nutrients. R-spondin3 (Rspo3) regulates metabolic features around hepatic central veins. Herein, we demonstrate that altered hepatic metabolic zonation due to Rspo3 contributes to maintaining systemic glucose metabolism and body composition via inter-organ communication mechanism. Hepatic Rspo3 induction in obesity improves obesity-associated features by restoring insulin sensitivity, reversing adipose tissue enlargement and reversing overstimulated adaptive thermogenesis. These remote effects partly consist of neuronal communication via the afferent vagus from the liver. In contrast, hepatic Rspo3 suppression exacerbates diabetes due to insulin resistance and develops fatty liver.
https://www.metabolomicsworkbench.org/	PR002217	http://dx.doi.org/10.21228/M82821			Metabolomic-Based Clinical Assessment of Preterm Birth	Machine learning (ML), with advancements in algorithms and computations, is seeing an increased presence in life science research. This study investigated several ML models' efficacy in predicting preterm birth using untargeted metabolomics from serum collected during the third trimester of gestation. Samples from 48 preterm and 102 term delivery mothers (1:2 ratio) from the All Our Families Cohort (Calgary, AB) were examined. Selected ML applications were used to examine the small-scale clinical dataset for both model performance and metabolite interpretation. Model performance was evaluated based on confusion matrices, receiver operating characteristic curves, and feature importance rankings. Conventional linear models, like Partial Least Squares Discriminant Analysis (PLS-DA) and linear logistic regression, showed moderate predictive potential with AUC-ROC around 0.60. Non-linear models, including Extreme Gradient Boosting (XGBoost) and artificial neural networks, had marginally improved predictive accuracy and strength. Resampling by bootstrapping was also examined. Among all MLs, bootstrap resampling enhanced XGBoost's performance the most, improving AUC-ROC (0.85, 95% CI:0.574-0.995, p&lt;0.001) for the best fitted model. Feature importance analysis by Shapley Additive Explanations analysis consistently identified acylcarnitines and amino acid derivatives as significant metabolites. Findings underscored the complexity of modeling preterm birth prediction, suggesting a trial-and-error approach for model selection.
https://www.metabolomicsworkbench.org/	PR002218	http://dx.doi.org/10.21228/M8XF95			Mitochondria complex III is essential for IL-10 secretion in macrophages independent of respiration	Mitochondrial electron transport chain (ETC) function is linked to macrophage function. However, mechanisms underlying mitochondrial ETC control of macrophage immune responses are not fully understood. We used genetic tools to examine the necessity of mitochondrial electron transport chain (ETC)-dependent respiration and the production of reactive oxygen species (mtROS) in macrophage immune responses. Here we report that mitochondrial ETC complex III (CIII)-deficient mouse macrophages, which have impaired macrophage respiration and mtROS production, exhibit increased susceptibility to influenza A virus and LPS-induced endotoxic shock. Mitochondrial CIII-deficient bone marrow-derived macrophages (BMDMs) produced IL-10 but exhibit dampened release following TLR3 or TLR4 stimulation in vitro. Surprisingly, restoring mitochondrial respiration without generating mtROS in mitochondrial CIII-deficient macrophages with Ciona intestinalis alternative oxidase (AOX) is not sufficient to reverse the increased vulnerability to LPS-induced endotoxic shock or rescue IL-10 release in vitro. However, activation of PKA, an mtROS-responsive pathway2, was sufficient to rescue BMDM IL-10 release following LPS stimulation. Additionally, mitochondrial CIII impairment in macrophages does not affect canonical responses to interleukin-4 (IL-4) stimulation. Thus, our results highlight necessity of mitochondrial ROS but not respiration in release of IL-10.
https://www.metabolomicsworkbench.org/	PR002219	http://dx.doi.org/10.21228/M8SR8N			Biotin rescues manganese-induced parkinson's disease phenotypes and neurotoxicity	Occupational exposure to manganese (Mn) induces manganism and has been widely linked as a contributing environmental factor to Parkinson's disease (PD), featuring dramatic signature overlaps between the two in motor symptoms and clinical hallmarks. However, the molecular mechanism underlying this link remains elusive, and for combating PD, effective mechanism-based therapies are lacking. Here, we developed an adult Drosophila model of Mn toxicity to recapitulate key Parkinsonian features, spanning behavioral deficits, neuronal loss, and dysfunctions in lysosomes and mitochondria. We performed global metabolomics on flies at an early toxicity stage and identified metabolism of the B vitamin, biotin (vitamin B7), as a master pathway underpinning Mn toxicity with systemic, body–brain increases in Mn-treated groups compared to the controls. Using BtndRNAi mutant flies, we show that biotin depletion exacerbates Mn-induced neurotoxicity, Parkinsonism, and mitochondrial dysfunction, while in Mn-exposed wildtype flies, biotin feeding dramatically ameliorates these pathophenotypes. We further show in human induced stem cells (iPSCs)-differentiated midbrain dopaminergic neurons that the supplemented biotin protects against Mn-induced neuronal loss, cytotoxicity, and mitochondrial dysregulation. Finally, human data profiling biotin-related proteins show for PD cases elevated levels of biotin transporters compared to healthy controls, suggesting a potential role of biotin metabolism in PD. Taken together, our findings identified the compensatory biotin pathway as a convergent, systemic driver of Mn toxicity and Parkinsonian pathology, providing a new basis for devising effective countermeasures against manganism and PD.
https://www.metabolomicsworkbench.org/	PR002223	http://dx.doi.org/10.21228/M88R7M			Trifluoroacetate reduces plasma lipid levels and the development of atherosclerosis in mice	Trifluoroacetate (TFA) has been assumed to be an innocuous counterion (to cationic amino acid side chains) present in countless synthetic bioactive peptides and a few FDA-approved therapeutics. We show here that TFA is in fact bioactive and causes dramatic biological effects in multiple strains of mice and cultured human and rat liver cells. In high-fat diet (HFD)-fed low-density lipoprotein receptor-null (LDLr-/-) mice, TFA reduces the levels of plasma cholesterol, triglycerides, and the development of atherosclerotic lesions following either oral or intraperitoneal administration. These physiological effects were observed with TFA alone, or with TFA present as a counterion of a variety of short, unrelated synthetic peptide sequences. Mechanistic investigations including RNA-seq, confocal microscopy, western blotting, metabolomics, proteomics, pharmacokinetics, and biochemical assays indicated that TFA induces peroxisome proliferation by activating peroxisome proliferator-activated receptor (PPAR)-alpha. We confirmed that TFA also caused peroxisome proliferation and downstream phenotypic effects in cultured human and rat liver cells, wild-type C57/Bl mice, and apolipoprotein E-null (apoE-/-) mice, leading to anti-atherosclerotic effects in the latter strain. Given that TFA is a counterion in many peptides employed in early research and development settings, these findings raise the possibility that TFA may be confounding or contributing to phenotypic changes observed in many studies involving peptides. Although our studies suggest that TFA or its analogues might have therapeutic applications, it should be noted that TFA is also a persistent environmental contaminant that is found at high levels in humans relative to other polyfluoroalkyl substances (PFAS), and is a major metabolite following treatment of patients with common inhaled anesthetics, suggesting that the biological effects reported here could have other implications for human health.
